label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.027477,-0.022341,-0.237678,0.009550,0.011135,0.011145,-1.173370,-0.747164,-0.277874
125,0.058927,0.015395,-0.354178,0.020077,0.017649,0.019195,-1.334858,-0.168656,0.515844
125,0.043601,-0.011776,-0.268046,0.018695,0.017803,0.019329,-1.772641,-0.492367,0.939782
250,0.046969,0.045720,-0.424315,0.037128,0.032638,0.035497,-1.233360,-0.284608,1.560955
125,0.142465,0.033673,-0.430236,0.012637,0.012034,0.013066,1.049908,-0.015123,2.086510
125,0.111145,-0.010835,-0.239163,0.032067,0.037389,0.037424,2.161643,-0.293486,1.579458
250,0.287913,0.075460,-0.537517,0.033976,0.032153,0.034549,0.034607,-0.277911,1.571157
250,0.311618,0.061381,-0.494703,0.030905,0.029247,0.031427,-0.120575,-0.277978,1.569542
250,0.183608,0.070340,-0.515325,0.037158,0.035164,0.037785,0.592445,-0.279614,1.576620
250,0.344114,0.049963,-0.441642,0.039174,0.037305,0.040504,-0.510966,-0.279186,1.565696
250,0.089829,0.025745,-0.358354,0.041301,0.039085,0.041998,-1.565235,-0.287865,1.560367
250,-0.307482,0.040653,-0.429081,0.024888,0.021879,0.023795,1.074504,-0.181361,1.784846
