label,x,y,z,w,h,l,roll,pitch,yaw
250,0.244002,0.089222,-0.507315,0.031538,0.035158,0.031923,-0.325445,-0.313989,1.567424
250,0.309405,0.023139,-0.298135,0.039593,0.034805,0.037853,-2.030489,-0.327913,1.561344
250,0.056929,0.071103,-0.458697,0.028110,0.031337,0.028453,0.890146,-0.317180,1.578993
125,-0.016113,0.036186,-0.313355,0.010982,0.010458,0.011354,-1.243094,-0.158163,-0.053494
125,-0.110236,0.073481,-0.489700,0.015913,0.015154,0.016453,-0.780724,0.129313,1.110933
125,-0.312512,0.087425,-0.506758,0.027348,0.031887,0.031917,0.316558,-0.313961,1.574080
125,-0.089541,0.038836,-0.351775,0.033429,0.038978,0.039014,-1.591342,-0.323685,1.560252
250,-0.141281,0.086454,-0.510951,0.024061,0.026822,0.024354,-0.612677,-0.229510,1.500798
125,0.324998,0.071232,-0.451548,0.033238,0.029219,0.031777,-0.926737,-0.317469,1.562363
125,0.303218,0.100709,-0.532932,0.037416,0.032892,0.035772,-0.541812,-0.314899,1.565358
250,0.055722,0.060560,-0.427019,0.028295,0.024873,0.027052,1.064804,-0.317904,1.581408
250,-0.241309,0.098356,-0.537732,0.029535,0.034437,0.034469,-0.095939,0.178831,1.521932
250,-0.110948,-0.027893,-0.152683,0.033387,0.038929,0.038965,-2.513823,-0.394318,1.516987
