label,x,y,z,w,h,l,roll,pitch,yaw
250,0.182688,0.023324,-0.341520,0.027662,0.026342,0.028601,1.677787,-0.303272,1.603191
250,0.372643,0.043712,-0.405550,0.024967,0.029111,0.029138,-0.708185,-0.292210,1.563988
125,0.054168,-0.010152,-0.225964,0.010000,0.008791,0.009561,-1.196396,-0.630831,-0.227738
125,-0.043293,0.078040,-0.530906,0.018269,0.020366,0.018492,-0.386073,0.113003,1.399954
125,-0.263552,0.054074,-0.459919,0.017395,0.016565,0.017986,0.917851,0.249641,2.265099
125,-0.198580,0.116705,-0.632328,0.036282,0.034335,0.036894,0.262895,-0.290144,1.573517
250,-0.074332,0.101534,-0.576574,0.035427,0.039494,0.035860,-0.194149,-0.289987,1.568777
125,0.196150,0.005543,-0.296397,0.009550,0.011135,0.011145,1.239318,-0.433571,-2.997994
125,0.206972,-0.018204,-0.226074,0.014621,0.017048,0.017064,1.551864,-0.887770,2.911825
125,0.213465,0.078249,-0.532164,0.009550,0.011135,0.011145,1.050620,0.934548,2.709863
250,0.214543,0.031079,-0.365719,0.024383,0.028431,0.028457,1.494548,-0.299053,1.581233
250,-0.349592,0.059605,-0.426420,0.049149,0.046804,0.050818,1.252389,-0.296682,1.580737
250,-0.160811,0.096907,-0.567740,0.036612,0.034647,0.037230,0.176365,-0.231715,1.583490
