label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.414309,0.094350,-0.399917,0.039593,0.034805,0.037853,1.104007,-0.268397,1.580070
250,-0.162100,0.043751,-0.239745,0.028110,0.031337,0.028453,-2.248253,-0.279163,1.562705
125,-0.088821,0.096457,-0.379498,0.010982,0.010458,0.011354,1.294186,0.162195,3.095781
125,0.005017,0.028234,-0.212502,0.015913,0.015154,0.016453,2.040610,-0.649887,2.157499
125,0.207260,0.030105,-0.190246,0.027348,0.031887,0.031917,-2.824712,-0.282390,1.567561
125,-0.015453,0.077041,-0.346109,0.033429,0.038978,0.039014,1.542509,-0.272617,1.581177
250,0.036023,0.027021,-0.187585,0.024061,0.026822,0.024354,2.485208,-0.365292,1.643939
250,-0.160840,0.052819,-0.271875,0.028295,0.024873,0.027052,-2.072186,-0.278429,1.560322
250,0.136005,0.021784,-0.158589,0.029535,0.034437,0.034469,3.005134,-0.774152,1.639145
250,0.006289,0.133636,-0.548280,0.033387,0.038929,0.038965,0.595372,-0.201187,1.621381
