label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.153409,0.089223,-0.371913,0.026015,0.024619,0.026454,-1.455239,-0.394759,1.560030
250,-0.286306,0.139407,-0.474677,0.041273,0.039059,0.041970,-0.675808,-0.388098,1.564017
250,-0.503164,0.156938,-0.518364,0.034511,0.038472,0.034932,0.498059,-0.387111,1.575974
250,-0.244170,0.076873,-0.325375,0.040996,0.038796,0.041687,-1.695510,-0.397156,1.560042
125,0.203682,0.045381,-0.280004,0.011274,0.010669,0.011464,-1.136278,-0.412686,-0.184031
125,0.166043,0.054877,-0.309900,0.011274,0.010669,0.011464,-1.624335,-0.522646,0.912735
125,-0.113133,0.112648,-0.435176,0.018393,0.020504,0.018618,0.937915,0.146920,2.353436
125,0.237427,0.051637,-0.274054,0.028993,0.025487,0.027719,-1.956065,-0.399668,1.560753
125,0.174088,0.078256,-0.324638,0.043292,0.041227,0.044762,-1.727035,-0.397468,1.560090
250,0.112266,0.181575,-0.563855,0.050129,0.047738,0.051831,-0.252682,-0.386211,1.568087
250,-0.047462,0.145554,-0.501067,0.032203,0.030475,0.032747,0.480900,-0.107937,1.732837
250,-0.123176,0.038966,-0.241294,0.030541,0.034046,0.030913,2.145270,-0.401341,1.579895
250,-0.136241,0.104948,-0.393947,0.034533,0.038497,0.034954,1.286611,-0.393107,1.581200
250,-0.229220,0.137839,-0.471645,0.040436,0.038266,0.041118,-0.888263,-0.389597,1.562386
