label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.373031,0.188520,-0.375817,0.037128,0.032638,0.035497,-1.230603,-0.528938,1.559856
125,0.048128,0.115638,-0.269895,0.011274,0.010669,0.011464,-1.014466,-0.280246,-0.170332
125,-0.105654,0.044454,-0.155825,0.013600,0.012951,0.014061,-3.022953,-0.739713,1.542331
125,-0.277535,0.178264,-0.384476,0.012637,0.012034,0.013066,0.927154,-0.227050,2.101439
125,0.032544,0.094460,-0.236701,0.014016,0.013347,0.014492,-0.964716,-0.471589,-0.305049
250,-0.132087,0.244763,-0.478462,0.033976,0.032153,0.034549,0.034506,-0.522254,1.571197
250,-0.108382,0.220744,-0.440325,0.030905,0.029247,0.031427,-0.120225,-0.522321,1.569405
250,-0.236392,0.234426,-0.458167,0.037158,0.035164,0.037785,0.590817,-0.523953,1.577261
250,-0.075886,0.196829,-0.391603,0.039174,0.037305,0.040504,-0.509541,-0.523525,1.565136
250,-0.330171,0.153182,-0.316647,0.041301,0.039085,0.041998,-1.562308,-0.532193,1.559192
