label,x,y,z,w,h,l,roll,pitch,yaw
125,0.152391,0.093667,-0.371984,0.011274,0.010669,0.011464,1.052858,0.123134,3.071719
125,0.454453,0.150564,-0.467909,0.034707,0.033051,0.035885,-0.874272,-0.507230,1.561989
125,0.392383,0.129525,-0.448842,0.011255,0.012547,0.011392,-0.877547,0.693718,0.488312
125,0.158295,0.133633,-0.436235,0.033020,0.029027,0.031569,0.957585,-0.507893,1.580186
250,0.182763,0.053346,-0.292182,0.039538,0.037416,0.040205,2.113612,-0.518815,1.580628
125,0.015203,0.083928,-0.366899,0.014635,0.012865,0.013992,-1.379894,-0.483673,1.305695
125,-0.239269,0.151236,-0.478285,0.010000,0.008791,0.009561,0.740302,0.842586,2.456624
125,-0.365826,0.122987,-0.395689,0.009707,0.010822,0.009826,1.043084,0.220726,3.014671
125,-0.039326,-0.013802,-0.194054,0.014528,0.016196,0.014706,-2.304698,-0.908967,1.145713
250,-0.060135,0.072391,-0.332419,0.032262,0.030531,0.032807,-1.827210,-0.516192,1.559690
250,-0.027870,0.129535,-0.425799,0.041155,0.038946,0.041849,-0.981772,-0.508093,1.561250
250,0.084389,0.080878,-0.351929,0.026471,0.025208,0.027370,-1.580779,-0.513757,1.559316
