label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.412943,0.246253,-0.504642,0.028271,0.026754,0.028748,0.061240,-0.510816,1.571502
250,-0.280889,0.225479,-0.466165,0.027041,0.023771,0.025853,-0.616070,-0.512645,1.564135
125,-0.039813,0.089171,-0.245715,0.011301,0.010694,0.011491,2.364230,-0.527939,1.578883
125,0.117257,0.192269,-0.421969,0.013936,0.016249,0.016264,-0.516390,0.441627,1.042532
125,-0.019844,0.215804,-0.457642,0.018754,0.016486,0.017930,0.425043,-0.511692,1.575550
250,0.122544,0.056689,-0.172609,0.024801,0.028918,0.028944,-2.741328,-0.533950,1.564385
250,-0.079392,0.272656,-0.540740,0.039246,0.037374,0.040579,0.431115,-0.339728,1.667149
125,-0.350212,0.209719,-0.445692,0.022878,0.021650,0.023264,-0.338095,-0.511367,1.566973
125,-0.332051,0.255145,-0.514956,0.028472,0.033198,0.033229,-0.293182,-0.511226,1.567465
250,0.051267,0.261935,-0.524952,0.035233,0.033552,0.036429,-0.003439,-0.510797,1.570757
250,0.003985,0.231849,-0.471133,0.031516,0.036747,0.036781,0.257620,-0.511129,1.573734
