label,x,y,z,w,h,l,roll,pitch,yaw
125,0.260542,0.119570,-0.357351,0.010000,0.008791,0.009561,-0.986810,0.049188,0.032483
125,-0.053176,0.155104,-0.412311,0.013021,0.012399,0.013463,0.797578,0.662512,2.600956
125,0.112926,0.013643,-0.195573,0.018556,0.021636,0.021656,-0.609817,-0.834198,-0.814646
125,-0.116396,0.157611,-0.415344,0.016495,0.014500,0.015770,0.870414,-0.373076,1.895489
125,0.112359,0.164303,-0.415164,0.026166,0.030509,0.030538,-0.812981,-0.576331,1.562095
250,0.148491,0.051454,-0.238028,0.034312,0.030163,0.032804,-2.326611,-0.590063,1.562078
250,0.021772,0.029162,-0.209473,0.027055,0.031546,0.031576,-3.129460,-0.593186,1.570651
125,0.273030,0.111089,-0.328515,0.011274,0.010669,0.011464,0.986298,-0.062981,-3.099975
125,0.304025,0.154395,-0.415061,0.011730,0.010311,0.011214,0.855026,-0.111076,2.288942
125,0.432668,0.189459,-0.462633,0.017017,0.019841,0.019860,0.216083,-0.117679,1.689298
250,0.361604,0.221482,-0.504825,0.023028,0.026850,0.026875,0.506994,-0.574452,1.576613
250,0.364100,0.178298,-0.423017,0.046853,0.044617,0.048443,0.805051,-0.576273,1.579433
250,0.269689,0.154359,-0.401315,0.030523,0.029066,0.031559,1.040770,-0.417933,1.973254
250,0.226237,0.178673,-0.433701,0.031173,0.027403,0.029803,-1.072857,-0.578436,1.560271
250,0.143246,-0.010423,-0.140066,0.044400,0.042282,0.045908,-2.550313,-0.810716,1.395890
