label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.073575,0.115433,-0.520538,0.030874,0.035999,0.036032,-0.420767,-0.295048,1.566515
250,-0.068108,0.094645,-0.468573,0.027292,0.025827,0.027752,-0.604856,-0.295952,1.564837
125,0.131273,0.033878,-0.291887,0.011424,0.010879,0.011812,1.247500,-0.340031,-3.030309
125,0.068315,0.101876,-0.504585,0.019491,0.018445,0.019820,1.202417,0.588606,2.930478
125,0.322375,0.103564,-0.508694,0.017941,0.020919,0.020939,-0.406940,1.172096,1.143877
250,0.209300,0.031123,-0.249860,0.033433,0.037270,0.033841,2.442191,-0.311832,1.577544
125,-0.330615,0.084601,-0.437280,0.014576,0.012814,0.013936,1.230135,0.459165,2.985761
125,0.037816,0.082111,-0.429491,0.023427,0.026116,0.023713,-1.109423,-0.221245,1.387777
125,-0.066927,0.045204,-0.340214,0.011274,0.010669,0.011464,-1.263925,-0.130615,-0.041248
125,-0.086098,0.001272,-0.178442,0.020371,0.022709,0.020620,-2.585828,-0.866149,1.243262
250,-0.149224,0.034164,-0.265000,0.033770,0.032159,0.034917,-3.076420,-0.314152,1.570114
250,0.239322,0.019600,-0.229253,0.022887,0.026686,0.026711,2.719056,-0.313296,1.575095
250,0.184841,0.095521,-0.457828,0.036562,0.034600,0.037179,0.757971,-0.296918,1.578002
