label,x,y,z,w,h,l,roll,pitch,yaw
125,0.101845,0.218458,-0.564181,0.010000,0.008791,0.009561,-0.138010,1.129875,1.418405
125,0.278075,0.133248,-0.365726,0.011042,0.012875,0.012887,-1.127096,0.175181,0.082652
125,-0.031551,0.192036,-0.504102,0.023309,0.020490,0.022284,0.502277,0.101611,1.883765
125,0.145563,0.197767,-0.498482,0.037559,0.033017,0.035908,-0.311099,-0.426921,1.567419
125,-0.018405,0.133618,-0.387818,0.017202,0.016279,0.017493,0.981248,-0.315163,1.782261
250,0.112706,0.020889,-0.131476,0.018208,0.021231,0.021250,-0.256312,-1.118546,-1.287277
250,-0.105563,0.039122,-0.168815,0.030223,0.026569,0.028895,1.811605,-0.826507,2.399686
125,-0.198108,0.169892,-0.462163,0.010000,0.008791,0.009561,-1.022964,0.623902,0.342400
250,-0.122857,0.129171,-0.363671,0.025895,0.030193,0.030221,1.338338,-0.405613,1.738667
125,-0.214719,0.180011,-0.480267,0.011862,0.011296,0.012265,-0.970508,0.725262,0.426250
250,-0.427944,0.193154,-0.485099,0.040523,0.035622,0.038742,0.354670,-0.427064,1.574628
250,-0.287696,0.202679,-0.516160,0.031137,0.034711,0.031517,-0.359188,-0.427080,1.566918
125,0.208755,0.133334,-0.383218,0.018138,0.015945,0.017341,-1.154866,-0.432418,1.560703
250,0.385223,0.177018,-0.450007,0.043091,0.037880,0.041198,-0.979021,-0.063138,0.903524
250,0.043916,0.018741,-0.124230,0.034049,0.032222,0.034624,2.942437,-0.610891,1.609375
