label,x,y,z,w,h,l,roll,pitch,yaw
250,0.409782,0.164152,-0.419446,0.034595,0.032739,0.035179,0.912636,-0.438725,1.579561
125,0.009100,0.150080,-0.414018,0.009827,0.011458,0.011469,0.685883,0.270247,2.162035
250,0.327938,0.139415,-0.367105,0.033938,0.032318,0.035090,1.352191,-0.433701,1.629575
125,0.155401,0.200632,-0.513377,0.009707,0.010822,0.009826,-0.575682,1.032139,0.923418
125,-0.022086,0.052602,-0.205736,0.013277,0.015481,0.015496,0.916848,-0.785048,-2.645086
125,0.009915,0.043908,-0.169910,0.032019,0.030491,0.033106,2.640860,-0.686319,1.712770
125,-0.052214,0.155726,-0.416762,0.017995,0.015819,0.017204,0.868980,-0.144343,1.984741
125,-0.061399,0.107876,-0.313954,0.019310,0.021527,0.019546,1.699251,-0.446131,1.581783
125,0.047319,0.035307,-0.158647,0.021402,0.024955,0.024978,2.878679,-0.704431,1.646902
250,0.172613,0.104480,-0.286152,0.042577,0.040292,0.043295,-2.086625,-0.449777,1.561160
250,0.181096,0.154567,-0.407496,0.022137,0.025811,0.025835,-0.819289,-0.438012,1.562702
250,-0.137794,0.142664,-0.369869,0.032514,0.037911,0.037946,1.369228,-0.442847,1.581650
