label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.090300,0.096121,-0.410557,0.013365,0.015583,0.015597,1.001911,-0.385676,1.810114
250,0.253598,0.064723,-0.339010,0.032827,0.031066,0.033381,-1.662337,-0.509918,1.559393
125,0.382765,0.129311,-0.472566,0.010916,0.012728,0.012740,0.558008,-0.347991,1.687068
125,0.361308,0.122921,-0.458445,0.014724,0.017168,0.017184,0.753602,0.461870,2.414073
125,0.302430,0.054611,-0.315244,0.038001,0.036188,0.039291,1.843528,-0.511696,1.581825
125,-0.092939,0.119698,-0.433206,0.036572,0.034827,0.037813,0.914484,-0.502892,1.579869
125,-0.180843,0.051381,-0.325767,0.021255,0.020115,0.021614,1.671083,-0.534392,1.765551
125,-0.108949,0.151219,-0.490324,0.032448,0.028524,0.031022,0.702967,-0.501359,1.578200
250,0.138159,0.002905,-0.216878,0.039494,0.044027,0.039976,-2.498603,-0.516990,1.563930
250,0.460120,0.166966,-0.524711,0.025128,0.029299,0.029326,0.049526,-0.374643,1.578399
250,0.255004,0.097877,-0.402642,0.027327,0.026023,0.028254,1.339212,-0.506708,1.581942
