label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.063403,0.096107,-0.546784,0.035505,0.031212,0.033945,-0.269135,-0.263645,1.568035
250,-0.227092,0.010633,-0.243591,0.039341,0.037230,0.040005,2.375871,-0.280499,1.577994
250,-0.243320,0.067474,-0.445895,0.034428,0.038379,0.034848,0.903312,-0.267102,1.578953
125,0.457312,0.088351,-0.543818,0.013616,0.012967,0.014079,-1.092203,0.944620,0.397960
125,0.121992,0.084116,-0.526794,0.020182,0.023532,0.023553,1.215746,0.681913,2.912029
250,0.228480,0.083272,-0.504152,0.033714,0.029637,0.032232,0.561031,-0.190173,1.625175
125,0.088119,0.074962,-0.478062,0.011274,0.010669,0.011464,-1.251287,0.536975,0.167652
125,-0.021483,0.055749,-0.442490,0.014630,0.016310,0.014809,-1.205431,0.714545,0.245609
125,-0.035668,0.014638,-0.287847,0.017371,0.020254,0.020273,-2.256607,-0.279625,1.562759
250,0.088189,0.047756,-0.388884,0.030541,0.029084,0.031578,-1.371992,-0.258706,1.491590
250,0.002702,0.086678,-0.518164,0.031098,0.036260,0.036294,-0.617063,-0.265132,1.564787
250,0.352773,0.078981,-0.492482,0.036224,0.034281,0.036836,-0.155046,-0.263404,1.569193
250,0.098779,0.048420,-0.393876,0.027205,0.030328,0.027537,1.267781,-0.123109,2.172355
