label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.041052,0.036787,-0.207502,0.010982,0.010458,0.011354,0.957228,-0.742060,-2.697383
125,-0.032955,0.048471,-0.237887,0.017732,0.016780,0.018031,1.675879,-0.840167,2.572048
125,-0.046850,0.116777,-0.372178,0.026176,0.024927,0.027065,1.306130,-0.435707,1.581456
125,0.002706,0.064040,-0.254875,0.030687,0.029223,0.031729,2.382567,-0.445567,1.578397
125,0.233541,0.156181,-0.457683,0.023015,0.025657,0.023296,-0.739025,-0.110442,1.234804
250,0.220377,0.062101,-0.247639,0.034595,0.032739,0.035179,-2.219859,-0.444360,1.561998
250,0.180118,0.166626,-0.455986,0.042884,0.037698,0.040999,-0.590006,-0.429999,1.564652
250,0.302129,0.086900,-0.300095,0.033938,0.032318,0.035090,-1.737417,-0.447997,1.511601
125,-0.092994,0.080676,-0.309371,0.011483,0.010095,0.010979,1.736576,-0.448922,1.635517
250,-0.049100,0.100622,-0.321897,0.037146,0.032654,0.035513,1.682678,-0.439440,1.581771
250,0.019340,-0.006661,-0.113906,0.019802,0.017407,0.018932,2.773636,-0.821667,1.727240
