label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.196598,0.149031,-0.457663,0.011274,0.010669,0.011464,1.022001,0.785873,2.733332
125,-0.232180,0.134426,-0.408224,0.010000,0.008791,0.009561,1.147661,0.455833,2.945887
125,0.175388,0.068194,-0.242684,0.032751,0.031188,0.033863,-1.895257,-0.410829,1.470361
125,-0.278823,0.071905,-0.254745,0.031912,0.030389,0.032995,1.823663,-0.503234,1.961607
125,-0.253140,0.115911,-0.382240,0.014448,0.016846,0.016862,1.287443,-0.374826,1.581125
250,-0.264307,0.092413,-0.303246,0.033024,0.031448,0.034145,1.755336,-0.379458,1.581372
250,0.026319,0.083782,-0.266625,0.040861,0.035920,0.039065,-2.132389,-0.382944,1.561691
250,0.040361,0.063459,-0.223263,0.038744,0.036896,0.040060,-2.325052,-0.384462,1.562956
125,0.484361,0.187252,-0.548599,0.018523,0.021598,0.021618,-0.863349,0.967557,0.613524
250,0.095947,0.131427,-0.400020,0.030560,0.034068,0.030933,1.292355,-0.360083,1.639709
250,0.320386,0.178435,-0.517334,0.035801,0.034093,0.037017,0.212290,-0.222783,1.606590
250,0.207281,0.115553,-0.358835,0.030255,0.035276,0.035309,1.403110,-0.375954,1.581404
125,-0.162684,0.140021,-0.449146,0.011234,0.009875,0.010740,0.547296,0.228577,1.943387
250,-0.055204,0.170548,-0.496437,0.036137,0.034412,0.037363,-0.169094,-0.367747,1.568986
250,-0.010285,0.026553,-0.135484,0.034429,0.032786,0.035598,-2.802747,-0.387038,1.567221
