label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.073150,0.024442,-0.169349,0.023309,0.020490,0.022284,-2.211693,-0.941339,1.022051
125,-0.086502,0.080209,-0.286904,0.017202,0.016279,0.017493,-1.960387,-0.572990,1.330804
250,-0.218059,0.212941,-0.533246,0.018208,0.021231,0.021250,0.237928,1.083878,1.838619
250,0.000276,0.194866,-0.496216,0.030223,0.026569,0.028895,-0.705391,0.092189,1.046302
125,0.093332,0.044018,-0.212836,0.010000,0.008791,0.009561,0.981358,-0.612866,-2.774370
250,0.017912,0.096592,-0.305407,0.025895,0.030193,0.030221,-1.651675,-0.491051,1.395761
125,0.327446,0.187417,-0.473030,0.036535,0.032117,0.034929,-0.404822,-0.462874,1.566374
125,0.377624,0.144198,-0.397809,0.026487,0.030883,0.030912,-1.033705,-0.466964,1.561149
125,0.109976,0.035976,-0.193748,0.011862,0.011296,0.012265,0.926908,-0.711350,-2.685947
250,0.220584,0.222478,-0.557105,0.024850,0.023664,0.025693,0.156758,-0.462185,1.572549
250,0.240776,0.206554,-0.512291,0.035450,0.031163,0.033892,0.086879,-0.172575,1.599659
250,-0.149282,0.217383,-0.539493,0.034049,0.032222,0.034624,-0.165859,-0.297060,1.538040
