label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.124306,0.172299,-0.405244,0.026059,0.024815,0.026943,-0.875716,-0.578690,1.561584
125,-0.350675,0.172653,-0.406172,0.022214,0.025901,0.025925,0.875289,-0.448114,1.779837
125,-0.333115,0.135245,-0.343312,0.028658,0.033415,0.033446,1.460538,-0.584007,1.582719
250,-0.126961,0.044134,-0.207566,0.027907,0.031111,0.028248,-2.563328,-0.593459,1.564240
250,-0.231611,0.259895,-0.530579,0.034518,0.032871,0.035690,0.027360,-0.575079,1.571125
125,0.011542,0.072502,-0.251064,0.031280,0.029602,0.031808,2.005301,-0.589312,1.581677
125,0.175281,0.029239,-0.180148,0.031963,0.037268,0.037303,2.876315,-0.594728,1.573941
250,0.310776,0.120109,-0.320539,0.033322,0.031732,0.034453,-1.753230,-0.586921,1.559000
125,-0.197211,0.055159,-0.241546,0.010000,0.008791,0.009561,-2.905710,-0.594800,1.567993
250,-0.129125,0.082669,-0.267111,0.025327,0.029531,0.029559,-2.269691,-0.591528,1.561614
