label,x,y,z,w,h,l,roll,pitch,yaw
125,0.108133,0.071308,-0.227033,0.011274,0.010669,0.011464,0.246446,-1.042197,-1.854272
125,0.014662,0.087162,-0.247312,0.009550,0.011135,0.011145,0.940327,-0.592353,-2.754657
125,-0.007039,0.088830,-0.251445,0.010000,0.008791,0.009561,0.978431,-0.503315,-2.827719
125,0.139567,0.063378,-0.204805,0.019644,0.017268,0.018780,-2.999164,-0.858077,1.515020
250,0.238694,0.208926,-0.447078,0.041273,0.039059,0.041970,-0.674918,-0.503245,1.563633
250,0.021836,0.231360,-0.488461,0.034511,0.038472,0.034932,0.497380,-0.502260,1.576267
250,0.280829,0.129653,-0.305949,0.040996,0.038796,0.041687,-1.694093,-0.512299,1.559419
125,0.411867,0.177806,-0.410913,0.018393,0.020504,0.018618,0.856635,0.064879,2.344832
250,0.477538,0.218065,-0.472587,0.032203,0.030475,0.032747,0.461898,-0.221553,1.735958
250,0.388759,0.165420,-0.370841,0.034533,0.038497,0.034954,1.285243,-0.508250,1.581797
125,0.033661,0.109369,-0.300920,0.009707,0.010822,0.009826,1.420707,-0.599386,2.488269
250,0.212326,0.237287,-0.510707,0.023762,0.020889,0.022718,-0.350616,-0.246297,1.460313
250,0.295779,0.207021,-0.444246,0.040436,0.038266,0.041118,-0.887159,-0.504742,1.561908
