label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.203510,0.100145,-0.416651,0.038893,0.037037,0.040214,1.166108,-0.275735,1.580360
250,-0.325908,0.091579,-0.391774,0.030753,0.035858,0.035891,-1.222118,-0.276257,1.561018
125,-0.099763,0.064477,-0.335730,0.011202,0.009847,0.010710,1.645647,-0.294718,1.730862
125,-0.153947,0.111553,-0.448869,0.038884,0.043347,0.039358,0.872608,-0.273241,1.578766
125,-0.113401,0.004287,-0.098255,0.027920,0.024544,0.026693,2.578232,-0.905752,1.931657
250,0.155680,0.103890,-0.428952,0.035575,0.031273,0.034012,-1.089370,-0.275041,1.561575
250,-0.247350,0.074460,-0.320673,0.038791,0.034100,0.037086,1.662710,-0.280593,1.581157
250,-0.018650,0.034660,-0.191655,0.033488,0.029438,0.032016,-3.129098,-0.289660,1.570666
250,-0.377813,0.095832,-0.406704,0.036833,0.034857,0.037455,-0.939419,-0.273767,1.562398
250,-0.299674,0.112415,-0.470638,0.031989,0.030463,0.033075,-0.902922,-0.273476,1.562628
