label,x,y,z,w,h,l,roll,pitch,yaw
125,0.222907,-0.014360,-0.282882,0.009550,0.011135,0.011145,-1.176438,-0.446987,-0.177981
125,0.023517,-0.084558,-0.102270,0.017371,0.015270,0.016607,2.565477,-1.409155,2.108421
125,-0.099475,0.007480,-0.347444,0.018617,0.020754,0.018844,1.699423,-0.359304,1.613655
125,0.112153,-0.017187,-0.287294,0.014341,0.012607,0.013711,-2.516743,-0.361920,1.564561
250,-0.160613,0.089103,-0.530032,0.045682,0.040158,0.043675,0.868235,-0.347352,1.578932
250,0.111563,0.063887,-0.495222,0.021415,0.024969,0.024992,-0.401839,-0.187040,1.495302
125,-0.455917,0.070048,-0.511345,0.009550,0.011135,0.011145,0.748822,1.078105,2.382886
125,-0.252934,-0.027822,-0.248599,0.015443,0.013576,0.014764,-1.117054,-0.659298,-0.290295
250,-0.229824,0.022673,-0.372875,0.029885,0.026271,0.028572,-1.522403,-0.353338,1.560149
250,-0.238931,-0.023164,-0.261338,0.022770,0.025384,0.023048,-1.434100,-0.684126,0.244120
250,-0.161159,0.025683,-0.356170,0.044753,0.052182,0.052230,1.598931,-0.354103,1.581453
250,0.262684,0.063538,-0.461046,0.043180,0.050348,0.050394,-1.111026,-0.349380,1.561243
