label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.034132,-0.044733,-0.244651,0.029192,0.027626,0.029685,2.729116,-0.272652,1.574949
250,-0.125010,-0.040366,-0.253655,0.028802,0.033583,0.033614,2.102682,-0.500875,1.938415
125,0.403237,0.017955,-0.501050,0.015487,0.014656,0.015748,0.432682,0.034867,1.711722
125,0.502560,0.035563,-0.556569,0.018085,0.021087,0.021107,-0.164281,0.293450,1.480110
125,0.002876,0.009984,-0.469288,0.010000,0.008791,0.009561,0.544402,1.261421,2.136985
125,0.049386,-0.069665,-0.149321,0.011274,0.010669,0.011464,-0.444256,-1.278189,-1.109455
125,-0.166299,0.028775,-0.483433,0.011274,0.010669,0.011464,1.257275,0.565183,2.969667
125,-0.091398,-0.018549,-0.355560,0.021105,0.019973,0.021461,1.637739,-0.273908,1.699007
125,-0.021768,0.031294,-0.545740,0.018852,0.017952,0.019492,0.688631,1.226728,2.289218
250,0.170337,-0.052185,-0.201167,0.037536,0.035745,0.038811,-2.413890,-0.270961,1.563907
