label,x,y,z,w,h,l,roll,pitch,yaw
250,0.295245,0.038268,-0.324304,0.027662,0.024316,0.026446,1.980290,-0.489770,1.581170
125,0.021551,-0.006614,-0.251802,0.018926,0.018023,0.019569,-2.368666,-0.912393,1.165817
125,-0.301139,0.035258,-0.312388,0.031767,0.037039,0.037074,1.789390,-0.487960,1.581836
125,-0.029534,0.132505,-0.509493,0.021601,0.018989,0.020652,-0.114606,-0.245882,1.539851
125,0.011130,0.136898,-0.509175,0.028955,0.032279,0.029309,-0.354193,-0.476390,1.566874
125,-0.064308,0.147360,-0.544606,0.018407,0.017529,0.019032,0.132313,1.080369,1.720541
125,0.187899,0.073237,-0.394520,0.014623,0.013839,0.014870,1.080093,0.136140,3.069205
125,0.205818,-0.012641,-0.212765,0.009707,0.010822,0.009826,0.960785,-0.618093,-2.756766
125,0.255545,-0.006220,-0.247717,0.020233,0.022556,0.020480,2.317462,-0.492572,1.579096
125,0.207293,0.030262,-0.297896,0.037775,0.042111,0.038236,1.929336,-0.489298,1.581386
250,0.026474,-0.035392,-0.186419,0.029749,0.028153,0.030251,-2.777308,-0.495113,1.566768
