label,x,y,z,w,h,l,roll,pitch,yaw
125,0.158050,0.044937,-0.272460,0.013021,0.012399,0.013463,-1.048803,-0.758680,-0.376815
125,-0.007641,0.139878,-0.513520,0.018556,0.021636,0.021656,0.869356,0.975503,2.531241
125,-0.007497,0.048032,-0.263554,0.026166,0.030509,0.030538,2.319383,-0.377082,1.578655
250,-0.043295,0.127167,-0.458165,0.034312,0.030163,0.032804,0.805788,-0.363350,1.578535
125,-0.480152,0.142868,-0.508462,0.010302,0.011484,0.010428,0.956353,0.892220,2.639325
125,-0.168006,0.087975,-0.357342,0.011274,0.010669,0.011464,-1.199608,0.068867,0.026778
125,-0.199154,0.042490,-0.271977,0.011730,0.010311,0.011214,-1.592573,-0.578839,0.675199
125,-0.216009,0.113000,-0.441247,0.021471,0.023936,0.021733,-0.916112,0.251846,0.772367
250,-0.259261,0.049875,-0.247970,0.046853,0.044617,0.048443,-2.330564,-0.377164,1.563019
250,-0.164801,0.053659,-0.279912,0.030523,0.029066,0.031559,-1.736445,-0.468195,1.158281
250,-0.121413,0.041300,-0.241275,0.031173,0.027403,0.029803,2.057917,-0.374962,1.580276
250,-0.037866,0.171225,-0.565320,0.044400,0.042282,0.045908,0.446118,-0.133903,1.691696
