label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.098403,0.152420,-0.539747,0.035505,0.031212,0.033945,-0.268603,-0.438832,1.567851
250,-0.262092,0.015410,-0.256093,0.039341,0.037230,0.040005,2.374474,-0.455683,1.578499
250,-0.278320,0.106641,-0.445393,0.034428,0.038379,0.034848,0.901739,-0.442284,1.579501
125,0.422312,0.144265,-0.538178,0.013616,0.012967,0.014079,-0.843176,0.860682,0.593999
125,0.086992,0.137128,-0.522153,0.020182,0.023532,0.023553,1.003991,0.630862,2.782458
250,0.193480,0.132351,-0.500005,0.033714,0.029637,0.032232,0.550890,-0.365090,1.627966
125,0.053119,0.119620,-0.475763,0.011274,0.010669,0.011464,-1.054279,0.499195,0.265470
125,-0.056483,0.094502,-0.444084,0.014630,0.016310,0.014809,-0.989732,0.660145,0.382835
125,-0.070668,0.027067,-0.298973,0.017371,0.020254,0.020273,-2.255047,-0.454807,1.562197
250,0.053189,0.077288,-0.392691,0.030541,0.029084,0.031578,-1.356796,-0.433312,1.486417
250,-0.032298,0.138147,-0.513208,0.031098,0.036260,0.036294,-0.615905,-0.440317,1.564386
250,0.317773,0.126091,-0.489261,0.036224,0.034281,0.036836,-0.154737,-0.438592,1.569086
250,0.063779,0.078812,-0.397491,0.027205,0.030328,0.027537,1.165350,-0.266678,2.192260
