label,x,y,z,w,h,l,roll,pitch,yaw
250,0.028725,-0.041718,-0.181205,0.035505,0.031212,0.033945,2.872093,-0.436772,1.573722
250,0.191912,0.088456,-0.468346,0.039341,0.037230,0.040005,-0.759054,-0.419887,1.563235
250,0.208475,0.001534,-0.277057,0.034428,0.038379,0.034848,-2.230891,-0.433277,1.562117
125,-0.156705,-0.038125,-0.203948,0.020182,0.023532,0.023553,-1.029476,-0.636850,-0.343366
125,-0.122911,-0.013693,-0.247157,0.011274,0.010669,0.011464,1.077388,-0.506080,-2.886581
125,0.161762,-0.040490,-0.212582,0.012264,0.013672,0.012414,-2.269565,-1.066105,0.947320
125,-0.013372,-0.005383,-0.286896,0.014630,0.016310,0.014809,1.014284,-0.669316,-2.773228
125,0.000558,0.062867,-0.431651,0.017371,0.020254,0.020273,0.880899,-0.420780,1.579271
250,-0.123129,0.022985,-0.332875,0.030541,0.029084,0.031578,1.714812,-0.439671,1.655403
250,-0.037427,-0.030525,-0.209068,0.031098,0.036260,0.036294,2.521857,-0.435279,1.577178
250,-0.133712,0.020268,-0.328614,0.027205,0.030328,0.027537,-1.455831,-0.447447,0.898027
