label,x,y,z,w,h,l,roll,pitch,yaw
250,0.217568,0.159465,-0.564389,0.035784,0.041723,0.041762,-0.118205,-0.328893,1.569546
125,-0.014107,0.106985,-0.453564,0.009707,0.010822,0.009826,-1.200534,0.406460,0.152277
125,-0.258067,0.120141,-0.474792,0.025493,0.024276,0.026358,-0.015073,-0.328824,1.570637
250,-0.042920,0.060657,-0.305691,0.023457,0.027351,0.027376,-1.481760,-0.375988,0.811543
250,-0.172130,0.023964,-0.195588,0.030139,0.028701,0.031162,-2.628398,-0.347539,1.565591
125,0.160254,0.137359,-0.532557,0.010000,0.008791,0.009561,0.397181,1.202062,1.993402
125,0.285460,0.116614,-0.476981,0.009550,0.011135,0.011145,-1.016212,0.887712,0.447884
125,0.266995,0.120354,-0.485033,0.013598,0.015855,0.015870,-0.922158,0.988191,0.564334
125,0.234404,0.145975,-0.531825,0.032189,0.037532,0.037567,-0.213519,-0.228418,1.545448
250,0.068714,0.087870,-0.370313,0.031664,0.027835,0.030272,1.339938,-0.336552,1.581118
250,-0.136885,0.130598,-0.480638,0.038952,0.034242,0.037240,-0.694404,-0.331146,1.564012
